act_symbol,period_end_date,reported,estimate,category,prediction_cutoff,forecast_error,normalized_error,forecast_error_winsorized,normalized_error_winsorized,year,calendar_month,fiscal_quarter,beat,surprise_pct,sp500_return,sp500_return_z,vix_mean,vix_mean_z,sp500_return_pit,vix_mean_pit,revision_slope,revision_acceleration,direction_changes,final_vs_initial,spread_trend,analyst_count_trend,weeks_of_data,category_encoded,beat_proba,beat_pred
PSX,2020-09-30,-0.01,-0.8,commodity_driven,2020-09-30,0.79,0.9875,0.79,0.9875,2020,9,3,1,98.75,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-0.0525,-0.00928571428571429,2.0,-0.5,-0.018499999999999992,0.05,9,0,0.53355867,1
PSX,2020-12-31,-1.16,-1.09,commodity_driven,2020-12-31,-0.06999999999999984,-0.06422018348623838,-0.06999999999999984,-0.06422018348623838,2020,12,4,0,-6.422018348623839,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,-0.03583333333333334,0.009166666666666667,2.0,-0.35000000000000003,-0.054000000000000006,0.06666666666666667,9,0,0.5528269,1
QCOM,2020-03-31,0.88,0.79,tech_cycle,2020-03-31,0.08999999999999997,0.11392405063291135,0.08999999999999997,0.11392405063291135,2020,3,1,1,11.392405063291134,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.0113095238095238,-0.0032142857142857173,1.0,,0.010357142857142858,0.19047619047619047,8,2,0.8007212,1
QCOM,2020-06-30,0.86,0.72,tech_cycle,2020-06-30,0.14,0.19444444444444448,0.14,0.19444444444444448,2020,6,2,1,19.444444444444446,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.0038333333333333405,0.0027380952380952404,0.0,-0.050000000000000044,-0.0125,0.0,9,2,0.37052992,0
QCOM,2020-09-30,1.45,1.19,tech_cycle,2020-09-30,0.26,0.21848739495798322,0.26,0.21848739495798322,2020,9,3,1,21.848739495798323,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,0.002666666666666669,-0.003333333333333336,0.0,0.040000000000000036,-0.015999999999999993,0.0,9,2,0.5507038,1
QCOM,2020-12-31,2.17,2.1,tech_cycle,2020-12-31,0.06999999999999984,0.03333333333333326,0.06999999999999984,0.03333333333333326,2020,12,4,1,3.3333333333333255,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.03714285714285716,-0.018571428571428565,0.0,,-0.15059523809523812,0.08333333333333333,8,2,0.7744797,1
SBUX,2020-03-31,0.32,0.31,economically_cyclical,2020-03-31,0.010000000000000009,0.03225806451612906,0.010000000000000009,0.03225806451612906,2020,3,1,1,3.2258064516129057,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.01600000000000001,-0.005833333333333333,0.0,-0.12999999999999995,0.018833333333333337,0.15,9,3,0.6097185,1
SBUX,2020-06-30,-0.46,-0.61,economically_cyclical,2020-06-30,0.14999999999999997,0.24590163934426224,0.14999999999999997,0.24590163934426224,2020,6,2,1,24.590163934426222,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.04316666666666666,-0.017499999999999998,2.0,-0.32999999999999996,-0.165,-0.21666666666666667,9,3,0.7129805,1
SBUX,2020-09-30,0.51,0.33,economically_cyclical,2020-09-30,0.18,0.5454545454545454,0.18,0.5454545454545454,2020,9,3,1,54.54545454545454,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,3.7007434154171884e-18,0.0,0.0,0.0,0.0020000000000000018,0.06666666666666667,9,3,0.5718466,1
SBUX,2020-12-31,0.61,0.55,economically_cyclical,2020-12-31,0.05999999999999994,0.10909090909090897,0.05999999999999994,0.10909090909090897,2020,12,4,1,10.909090909090898,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,-0.0018333333333333313,0.00023809523809522904,0.0,-0.019999999999999907,0.0015000000000000013,0.21666666666666667,9,3,0.65998036,1
SCHW,2020-03-31,0.6,0.64,macro_rate_sensitive,2020-03-31,-0.040000000000000036,-0.06250000000000006,-0.040000000000000036,-0.06250000000000006,2020,3,1,0,-6.250000000000005,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.001272727272727294,0.00012121212121212132,0.0,-0.010000000000000009,0.0005454545454545459,-0.01818181818181818,11,1,0.44261092,0
SCHW,2020-06-30,0.54,0.55,macro_rate_sensitive,2020-06-30,-0.010000000000000009,-0.018181818181818195,-0.010000000000000009,-0.018181818181818195,2020,6,2,0,-1.8181818181818195,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,0.0030000000000000005,-0.0009696969696969705,2.0,0.0,0.0024545454545454527,0.10909090909090909,11,1,0.5140346,1
SCHW,2020-09-30,0.51,0.47,macro_rate_sensitive,2020-09-30,0.040000000000000036,0.08510638297872349,0.040000000000000036,0.08510638297872349,2020,9,3,1,8.51063829787235,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-0.0013636363636363668,0.0007878787878787886,2.0,-0.010000000000000009,0.002000000000000002,0.0,11,1,0.3707946,0
SCHW,2020-12-31,0.74,0.7,macro_rate_sensitive,2020-12-31,0.040000000000000036,0.0571428571428572,0.040000000000000036,0.0571428571428572,2020,12,4,1,5.71428571428572,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.01790909090909091,-0.00393939393939394,0.0,0.12,-0.02054545454545455,-0.05454545454545454,11,1,0.6648205,1
SLB,2020-03-31,0.25,0.24,commodity_driven,2020-03-31,0.010000000000000009,0.041666666666666706,0.010000000000000009,0.041666666666666706,2020,3,1,1,4.1666666666666705,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.0012727272727272778,0.0022424242424242445,2.0,0.0,0.0029090909090909115,0.2,11,0,0.50995284,1
SLB,2020-06-30,0.05,0.0,commodity_driven,2020-06-30,0.05,,0.05,,2020,6,2,1,,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.006727272727272728,0.00806060606060606,2.0,0.0,-0.007636363636363637,0.21818181818181817,11,0,0.48152176,0
SLB,2020-09-30,0.16,0.13,commodity_driven,2020-09-30,0.03,0.23076923076923075,0.03,0.23076923076923075,2020,9,3,1,23.076923076923077,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,0.006666666666666667,-0.009833333333333335,1.0,-0.010000000000000009,-0.003575757575757575,0.012121212121212121,10,0,0.3162728,0
SLB,2020-12-31,0.22,0.18,commodity_driven,2020-12-31,0.04000000000000001,0.22222222222222227,0.04000000000000001,0.22222222222222227,2020,12,4,1,22.222222222222225,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.0013636363636363598,-0.0016363636363636365,0.0,0.0,0.0012727272727272698,0.09090909090909091,11,0,0.5290776,1
SO,2020-03-31,0.78,0.72,defensive_baseline,2020-03-31,0.06000000000000005,0.08333333333333341,0.06000000000000005,0.08333333333333341,2020,3,1,1,8.333333333333341,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.0054285714285714146,-0.0040000000000000036,1.0,,-0.0040000000000000036,0.08571428571428572,6,5,0.5082748,1
SO,2020-06-30,0.78,0.66,defensive_baseline,2020-06-30,0.12,0.1818181818181818,0.12,0.1818181818181818,2020,6,2,1,18.18181818181818,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.00883333333333333,0.0009523809523809599,0.0,-0.07999999999999996,0.00433333333333333,0.06666666666666667,9,5,0.4737653,0
SO,2020-09-30,1.22,1.24,defensive_baseline,2020-09-30,-0.020000000000000018,-0.01612903225806453,-0.020000000000000018,-0.01612903225806453,2020,9,3,0,-1.6129032258064528,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-0.006166666666666683,0.0034523809523809555,1.0,-0.030000000000000027,-0.014666666666666646,-0.23333333333333334,9,5,0.49517375,0
SO,2020-12-31,0.47,0.43,defensive_baseline,2020-12-31,0.03999999999999998,0.09302325581395345,0.03999999999999998,0.09302325581395345,2020,12,4,1,9.302325581395344,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.0016666666666666607,-0.00011904761904761916,0.0,0.010000000000000009,-3.7007434154171884e-18,0.0,9,5,0.46188086,0
TMO,2020-03-31,2.94,2.79,regulatory_idiosyncratic,2020-03-31,0.1499999999999999,0.05376344086021502,0.1499999999999999,0.05376344086021502,2020,3,1,1,5.376344086021502,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.005333333333333338,0.006666666666666672,0.0,-0.08000000000000007,-0.0009999999999999935,0.06666666666666667,9,4,0.35488448,0
TMO,2020-06-30,3.89,2.67,regulatory_idiosyncratic,2020-06-30,1.2200000000000002,0.4569288389513109,1.2200000000000002,0.4569288389513109,2020,6,2,1,45.69288389513109,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,0.005454545454545446,-0.0010000000000000009,0.0,0.040000000000000036,2.153159805333637e-17,-0.09696969696969697,10,4,0.56766284,1
TMO,2020-09-30,5.63,4.37,regulatory_idiosyncratic,2020-09-30,1.2599999999999998,0.2883295194508009,1.2572,0.2883295194508009,2020,9,3,1,28.832951945080087,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,0.036787878787878744,0.0078333333333333,0.0,0.2999999999999994,0.030969696969696967,0.09696969696969697,10,4,0.6380808,1
TMO,2020-12-31,7.09,6.86,regulatory_idiosyncratic,2020-12-31,0.22999999999999954,0.03352769679300285,0.22999999999999954,0.03352769679300285,2020,12,4,1,3.352769679300285,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.08690909090909102,0.006833333333333321,0.0,0.6299999999999999,-0.036303030303030295,0.12727272727272726,10,4,0.623202,1
TSM,2020-03-31,0.75,0.66,tech_cycle,2020-03-31,0.08999999999999997,0.1363636363636363,0.08999999999999997,0.1363636363636363,2020,3,1,1,13.63636363636363,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.0050000000000000044,-0.010000000000000009,0.0,,0.0,0.0,3,2,0.56337017,1
TSM,2020-06-30,0.78,0.73,tech_cycle,2020-06-30,0.050000000000000044,0.06849315068493157,0.050000000000000044,0.06849315068493157,2020,6,2,1,6.849315068493158,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,1.4802973661668754e-17,0.0,0.0,0.0,0.0,0.0,9,2,0.4690847,0
TSM,2020-09-30,0.9,0.92,tech_cycle,2020-09-30,-0.020000000000000018,-0.021739130434782625,-0.020000000000000018,-0.021739130434782625,2020,9,3,0,-2.1739130434782625,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-1.6148698540002276e-17,0.0,0.0,0.0,0.0,0.0,11,2,0.5339951,1
TSM,2020-12-31,0.97,0.92,tech_cycle,2020-12-31,0.04999999999999993,0.054347826086956444,0.04999999999999993,0.054347826086956444,2020,12,4,1,5.434782608695644,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,-2.4223047810003414e-17,0.0,0.0,0.0,0.0,0.0,11,2,0.4974854,0
TXN,2020-03-31,1.24,1.01,tech_cycle,2020-03-31,0.22999999999999998,0.2277227722772277,0.22999999999999998,0.2277227722772277,2020,3,1,1,22.77227722772277,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.004909090909090923,-0.001833333333333335,1.0,-0.050000000000000044,0.016000000000000004,0.05454545454545454,10,2,0.626938,1
TXN,2020-06-30,1.48,0.88,tech_cycle,2020-06-30,0.6,0.6818181818181818,0.6,0.6818181818181818,2020,6,2,1,68.18181818181817,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-1.0765799026668185e-17,0.0,0.0,0.0,0.0,0.0,10,2,0.57442856,1
TXN,2020-09-30,1.45,1.27,tech_cycle,2020-09-30,0.17999999999999994,0.14173228346456687,0.17999999999999994,0.14173228346456687,2020,9,3,1,14.173228346456687,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,0.0,0.0,0.0,0.0,0.0,0.0,10,2,0.58640087,1
TXN,2020-12-31,1.8,1.34,tech_cycle,2020-12-31,0.45999999999999996,0.3432835820895522,0.45999999999999996,0.3432835820895522,2020,12,4,1,34.328358208955216,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,2.153159805333637e-17,0.0,0.0,0.0,0.0,0.0,10,2,0.4839608,0
UNH,2020-03-31,3.72,3.64,regulatory_idiosyncratic,2020-03-31,0.08000000000000007,0.021978021978021997,0.08000000000000007,0.021978021978021997,2020,3,1,1,2.1978021978021998,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.0018181818181818117,-0.0021818181818181836,0.0,-0.040000000000000036,-0.01863636363636362,0.0,11,4,0.30154,0
UNH,2020-06-30,7.12,5.18,regulatory_idiosyncratic,2020-06-30,1.9400000000000004,0.3745173745173746,1.2572,0.3745173745173746,2020,6,2,1,37.45173745173746,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,0.014000000000000058,0.006303030303030292,0.0,0.17999999999999972,-0.009090909090909123,0.0,11,4,0.5350032,1
UNH,2020-09-30,3.51,2.98,regulatory_idiosyncratic,2020-09-30,0.5299999999999998,0.17785234899328853,0.5299999999999998,0.17785234899328853,2020,9,3,1,17.785234899328852,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-0.007727272727272741,0.00927272727272727,0.0,0.0,-0.0049999999999999906,0.0,11,4,0.31001696,0
UNH,2020-12-31,2.52,2.39,regulatory_idiosyncratic,2020-12-31,0.1299999999999999,0.0543933054393305,0.1299999999999999,0.0543933054393305,2020,12,4,1,5.43933054393305,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,-0.010727272727272742,0.0031515151515151543,0.0,-0.06000000000000005,-0.019363636363636368,0.0,11,4,0.4596844,0
USB,2020-03-31,0.72,0.49,macro_rate_sensitive,2020-03-31,0.22999999999999998,0.4693877551020408,0.22999999999999998,0.4693877551020408,2020,3,1,1,46.93877551020408,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.0053636363636363465,-0.0037575757575757608,0.0,-0.08000000000000007,0.02690909090909091,0.0,11,1,0.53978515,1
USB,2020-06-30,0.41,0.34,macro_rate_sensitive,2020-06-30,0.06999999999999995,0.20588235294117632,0.06999999999999995,0.20588235294117632,2020,6,2,1,20.58823529411763,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.005000000000000003,-0.004181818181818183,1.0,-0.07,-0.0200909090909091,0.08181818181818182,11,1,0.5485823,1
USB,2020-09-30,0.99,0.93,macro_rate_sensitive,2020-09-30,0.05999999999999994,0.064516129032258,0.05999999999999994,0.064516129032258,2020,9,3,1,6.451612903225799,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,0.0024545454545454428,-0.001272727272727274,0.0,0.0,0.003272727272727288,0.0,11,1,0.47113323,0
USB,2020-12-31,0.95,0.95,macro_rate_sensitive,2020-12-31,0.0,0.0,0.0,0.0,2020,12,4,0,0.0,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.002181818181818176,-0.0020000000000000018,1.0,0.0,-0.008818181818181815,0.0,11,1,0.4685387,0
VLO,2020-03-31,0.34,-0.15,commodity_driven,2020-03-31,0.49,3.2666666666666666,0.49,2.1939999999999937,2020,3,1,1,326.6666666666667,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.08183333333333334,0.012500000000000006,0.0,-0.6700000000000002,-0.031666666666666725,0.13333333333333333,9,0,0.49176085,0
VLO,2020-06-30,-1.25,-1.42,commodity_driven,2020-06-30,0.16999999999999993,0.11971830985915488,0.16999999999999993,0.11971830985915488,2020,6,2,1,11.971830985915489,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.039999999999999994,-0.0107142857142857,2.0,-0.21999999999999997,-0.1546666666666667,0.0,9,0,0.51417994,1
VLO,2020-09-30,-1.16,-1.35,commodity_driven,2020-09-30,0.19000000000000017,0.14074074074074086,0.19000000000000017,0.14074074074074086,2020,9,3,1,14.074074074074087,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-0.08383333333333333,-0.012976190476190488,0.0,-0.7100000000000001,-0.06066666666666668,0.08333333333333333,9,0,0.6736307,1
VLO,2020-12-31,-1.06,-1.48,commodity_driven,2020-12-31,0.41999999999999993,0.2837837837837837,0.41999999999999993,0.2837837837837837,2020,12,4,1,28.378378378378372,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,-0.08575757575757575,0.018333333333333337,0.0,-0.5,-0.1494545454545455,0.030303030303030304,10,0,0.56105673,1
WFC,2020-03-31,0.01,0.22,macro_rate_sensitive,2020-03-31,-0.21,-0.9545454545454545,-0.21,-0.35588571428571425,2020,3,1,0,-95.45454545454545,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.008545454545454549,-0.003575757575757574,0.0,-0.09999999999999998,0.02627272727272728,0.0,11,1,0.5504985,1
WFC,2020-06-30,-0.66,-0.16,macro_rate_sensitive,2020-06-30,-0.5,-3.125,-0.5,-0.35588571428571425,2020,6,2,0,-312.5,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,-0.013909090909090911,-0.003696969696969698,0.0,-0.13,-0.01227272727272727,0.12727272727272726,11,1,0.49189648,0
WFC,2020-09-30,0.56,0.47,macro_rate_sensitive,2020-09-30,0.09000000000000008,0.19148936170212785,0.09000000000000008,0.19148936170212785,2020,9,3,1,19.148936170212785,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,0.0006363636363636389,0.0009696969696969705,2.0,0.010000000000000009,-0.008181818181818176,0.045454545454545456,11,1,0.43963894,0
WFC,2020-12-31,0.64,0.59,macro_rate_sensitive,2020-12-31,0.050000000000000044,0.08474576271186449,0.050000000000000044,0.08474576271186449,2020,12,4,1,8.474576271186448,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.003999999999999999,0.0,0.0,0.040000000000000036,-0.00772727272727272,0.0,11,1,0.4143123,0
WMT,2020-01-31,1.38,1.43,defensive_baseline,2020-01-31,-0.050000000000000044,-0.034965034965034995,-0.050000000000000044,-0.034965034965034995,2020,1,1,0,-3.4965034965034993,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,0.11760202682602966,13.41289472579956,-1.6148698540002276e-17,0.0,0.0,0.0,0.0,0.045454545454545456,11,5,0.68304676,1
WMT,2020-04-30,1.18,1.1,defensive_baseline,2020-04-30,0.07999999999999985,0.07272727272727258,0.07999999999999985,0.07272727272727258,2020,4,2,1,7.272727272727258,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,-0.09638340460683945,35.12623384401396,0.0012727272727272778,0.00033333333333333365,0.0,0.010000000000000009,0.008000000000000007,-0.01818181818181818,10,5,0.3944202,0
WMT,2020-07-31,1.56,1.22,defensive_baseline,2020-07-31,0.3400000000000001,0.278688524590164,0.3400000000000001,0.25456714499892896,2020,7,3,1,27.868852459016402,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.16359474487978273,31.26493515906396,0.0005454545454545446,-0.0006666666666666673,0.0,0.0,0.0,0.05454545454545454,10,5,0.5425824,1
WMT,2020-10-31,1.34,1.19,defensive_baseline,2020-10-31,0.15000000000000013,0.12605042016806733,0.15000000000000013,0.12605042016806733,2020,10,4,1,12.605042016806733,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.026662120674626037,26.596455610251123,0.002606060606060626,0.00016666666666666682,2.0,0.020000000000000018,-0.04915151515151516,-0.04242424242424243,10,5,0.62425196,1
XOM,2020-03-31,0.53,0.04,commodity_driven,2020-03-31,0.49000000000000005,12.250000000000002,0.49000000000000005,2.1939999999999937,2020,3,1,1,1225.0000000000002,-0.20001050382463903,-2.831605329260635,31.22451622255387,2.1990936175549183,-0.1624096177686819,27.38947373942325,-0.06333333333333332,-0.003333333333333336,2.0,-0.5599999999999999,0.005333333333333309,0.3,9,0,0.5945709,1
XOM,2020-06-30,-0.7,-0.63,commodity_driven,2020-06-30,-0.06999999999999995,-0.11111111111111104,-0.06999999999999995,-0.11111111111111104,2020,6,2,0,-11.111111111111104,0.19952871969448593,1.9662537503674815,34.49365086025662,2.779269476338467,0.11165964883274622,40.70038480025072,0.0058333333333333275,0.013214285714285713,1.0,-0.010000000000000009,0.03999999999999999,0.21666666666666667,9,0,0.5946675,1
XOM,2020-09-30,-0.18,-0.28,commodity_driven,2020-09-30,0.10000000000000003,0.3571428571428572,0.10000000000000003,0.3571428571428572,2020,9,3,1,35.71428571428572,0.0847372205914454,0.5877822416514351,25.80890628695488,1.2379811234452305,0.04000088607341514,27.251153897016476,-0.0013333333333333326,0.004285714285714286,1.0,-0.04,0.003499999999999977,0.06666666666666667,9,0,0.2866575,0
XOM,2020-12-31,0.03,0.01,commodity_driven,2020-12-31,0.019999999999999997,1.9999999999999996,0.019999999999999997,1.9999999999999996,2020,12,4,1,,0.11688078155199966,0.9737775750953193,25.62171870470047,1.2047607980919792,0.09799470483704373,25.901666665688538,0.005833333333333334,0.004166666666666667,2.0,-0.01,-0.015666666666666666,0.23333333333333334,9,0,0.5218138,1
ABBV,2021-03-31,2.95,2.77,regulatory_idiosyncratic,2021-03-31,0.18000000000000016,0.06498194945848382,0.18000000000000016,0.06498194945848382,2021,3,1,1,6.498194945848382,0.0577251809132131,0.26340868281040153,23.202458960111024,0.7754128955155443,0.06922818524630292,23.18671048314948,0.002142857142857097,-0.0002857142857142796,0.0,,1.586032892321652e-17,0.21428571428571427,7,4,0.67742413,1
ABBV,2021-06-30,3.11,3.11,regulatory_idiosyncratic,2021-06-30,0.0,0.0,0.0,0.0,2021,6,2,0,0.0,0.08170629345361147,0.5513854114231967,17.999999969724623,-0.14787153508675013,0.10743550914897389,18.509102552365032,0.008999999999999985,0.025714285714285672,1.0,0.0,-0.05583333333333336,-0.05,9,4,0.66053396,1
ABBV,2021-09-30,3.33,3.23,regulatory_idiosyncratic,2021-09-30,0.10000000000000009,0.030959752321981452,0.10000000000000009,0.030959752321981452,2021,9,3,1,3.0959752321981453,0.0023362510907505296,-0.4017282154367512,18.28906251490116,-0.09657138107785758,0.0331576027600323,17.93833335240682,0.012999999999999989,0.018690476190476195,3.0,-0.009999999999999787,-0.08433333333333332,0.08333333333333333,9,4,0.72168,1
ABBV,2021-12-31,3.31,3.29,regulatory_idiosyncratic,2021-12-31,0.020000000000000018,0.0060790273556231055,0.020000000000000018,0.0060790273556231055,2021,12,4,1,0.6079027355623106,0.10647379538196211,0.848805481873316,19.274375021457672,0.07829279339471813,0.06352824862041698,19.600384638859676,-0.003333333333333292,0.004166666666666652,0.0,-0.04999999999999982,-0.001666666666666646,0.16666666666666666,9,4,0.3876283,0
ABT,2021-03-31,1.32,1.33,regulatory_idiosyncratic,2021-03-31,-0.010000000000000009,-0.0075187969924812095,-0.010000000000000009,-0.0075187969924812095,2021,3,1,0,-0.7518796992481209,0.0577251809132131,0.26340868281040153,23.202458960111024,0.7754128955155443,0.06922818524630292,23.18671048314948,0.0,0.0,0.0,0.0,0.0,0.0,8,4,0.6965592,1
ABT,2021-06-30,1.17,1.01,regulatory_idiosyncratic,2021-06-30,0.15999999999999992,0.15841584158415833,0.15999999999999992,0.15841584158415833,2021,6,2,1,15.841584158415834,0.08170629345361147,0.5513854114231967,17.999999969724623,-0.14787153508675013,0.10743550914897389,18.509102552365032,-0.02636363636363636,-0.004833333333333334,0.0,-0.19999999999999996,0.01672727272727271,0.0,10,4,0.7459466,1
ABT,2021-09-30,1.4,0.92,regulatory_idiosyncratic,2021-09-30,0.47999999999999987,0.5217391304347825,0.47999999999999987,0.5191567852437419,2021,9,3,1,52.17391304347825,0.0023362510907505296,-0.4017282154367512,18.28906251490116,-0.09657138107785758,0.0331576027600323,17.93833335240682,-2.153159805333637e-17,0.0,0.0,0.0,0.0005454545454545398,0.05454545454545454,10,4,0.7262721,1
ABT,2021-12-31,1.32,1.18,regulatory_idiosyncratic,2021-12-31,0.14000000000000012,0.11864406779661028,0.14000000000000012,0.11864406779661028,2021,12,4,1,11.864406779661028,0.10647379538196211,0.848805481873316,19.274375021457672,0.07829279339471813,0.06352824862041698,19.600384638859676,2.153159805333637e-17,0.0,0.0,0.0,-0.0016363636363636257,-0.18181818181818182,10,4,0.7486801,1
AEP,2021-03-31,1.15,1.23,defensive_baseline,2021-03-31,-0.08000000000000007,-0.06504065040650413,-0.08000000000000007,-0.06504065040650413,2021,3,1,0,-6.504065040650413,0.0577251809132131,0.26340868281040153,23.202458960111024,0.7754128955155443,0.06922818524630292,23.18671048314948,0.018000000000000016,0.010000000000000009,0.0,,-0.015999999999999924,0.3,4,5,0.66976476,1
AEP,2021-06-30,1.18,1.14,defensive_baseline,2021-06-30,0.040000000000000036,0.03508771929824565,0.040000000000000036,0.03508771929824565,2021,6,2,1,3.5087719298245648,0.08170629345361147,0.5513854114231967,17.999999969724623,-0.14787153508675013,0.10743550914897389,18.509102552365032,-0.0009090909090909005,0.0001666666666666779,2.0,-0.009999999999999787,-0.0007272727272727279,0.05454545454545454,10,5,0.62410426,1
AEP,2021-09-30,1.43,1.44,defensive_baseline,2021-09-30,-0.010000000000000009,-0.006944444444444451,-0.010000000000000009,-0.006944444444444451,2021,9,3,0,-0.6944444444444451,0.0023362510907505296,-0.4017282154367512,18.28906251490116,-0.09657138107785758,0.0331576027600323,17.93833335240682,0.0005454545454545661,-0.0006666666666666673,0.0,0.0,0.0,0.05454545454545454,10,5,0.7189383,1
AEP,2021-12-31,0.98,0.94,defensive_baseline,2021-12-31,0.040000000000000036,0.04255319148936174,0.040000000000000036,0.04255319148936174,2021,12,4,1,4.255319148936175,0.10647379538196211,0.848805481873316,19.274375021457672,0.07829279339471813,0.06352824862041698,19.600384638859676,0.0011666666666666566,0.0005952380952380957,0.0,0.010000000000000009,0.0006666666666666673,0.0,9,5,0.65328264,1
